county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Sonoma,2020-06-02,3.0,69.0,72.0,871.0,2.0,5.0,52.0
Madera,2020-06-02,6.0,4.0,10.0,528.0,2.0,0.0,19.0
San Diego,2020-06-02,297.0,72.0,369.0,6143.0,142.0,16.0,301.0
Tulare,2020-06-02,32.0,2.0,34.0,920.0,10.0,2.0,25.0
San Luis Obispo,2020-06-02,2.0,2.0,4.0,460.0,2.0,0.0,23.0
Nevada,2020-06-02,0.0,1.0,1.0,135.0,0.0,0.0,7.0
Sacramento,2020-06-02,17.0,25.0,42.0,2405.0,9.0,10.0,78.0
Mariposa,2020-06-02,0.0,0.0,0.0,30.0,0.0,0.0,
Imperial,2020-06-02,66.0,1.0,67.0,237.0,18.0,0.0,8.0
San Benito,2020-06-02,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Orange,2020-06-03,296.0,80.0,376.0,6993.0,124.0,10.0,387.0
San Benito,2020-06-03,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Placer,2020-06-03,11.0,23.0,34.0,753.0,2.0,2.0,41.0
Mariposa,2020-06-03,0.0,0.0,0.0,30.0,0.0,0.0,
San Diego,2020-06-03,295.0,75.0,370.0,6214.0,134.0,24.0,288.0
Butte,2020-06-03,4.0,0.0,4.0,448.0,0.0,0.0,22.0
Madera,2020-06-03,0.0,0.0,0.0,528.0,1.0,0.0,19.0
Fresno,2020-06-03,59.0,38.0,97.0,2126.0,16.0,3.0,88.0
San Mateo,2020-06-03,43.0,23.0,66.0,1101.0,15.0,6.0,36.0
Sutter,2020-06-03,0.0,0.0,0.0,14.0,0.0,0.0,
Humboldt,2020-06-03,1.0,5.0,6.0,352.0,0.0,0.0,7.0
Kings,2020-06-03,32.0,0.0,32.0,199.0,7.0,0.0,2.0
Contra Costa,2020-06-03,15.0,52.0,67.0,1628.0,4.0,12.0,101.0
Marin,2020-06-03,1.0,10.0,11.0,390.0,0.0,3.0,19.0
Inyo,2020-06-03,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Glenn,2020-06-03,0.0,0.0,0.0,47.0,0.0,0.0,
Shasta,2020-06-03,1.0,0.0,1.0,667.0,0.0,0.0,4.0
Sonoma,2020-06-03,3.0,76.0,79.0,871.0,2.0,8.0,50.0
Ventura,2020-06-03,24.0,19.0,43.0,1337.0,9.0,4.0,34.0
Colusa,2020-06-03,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Kern,2020-06-03,66.0,9.0,75.0,1759.0,35.0,1.0,74.0
Tehama,2020-06-03,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Siskiyou,2020-06-03,0.0,1.0,1.0,65.0,0.0,1.0,6.0
Modoc,2020-06-03,0.0,0.0,0.0,41.0,0.0,0.0,
Tulare,2020-06-03,37.0,2.0,39.0,920.0,8.0,0.0,6.0
San Luis Obispo,2020-06-03,2.0,1.0,3.0,466.0,2.0,1.0,21.0
Santa Barbara,2020-06-03,21.0,4.0,25.0,717.0,9.0,1.0,79.0
Stanislaus,2020-06-03,27.0,14.0,41.0,1369.0,6.0,2.0,75.0
Napa,2020-06-03,0.0,2.0,2.0,387.0,0.0,0.0,5.0
Imperial,2020-06-03,69.0,4.0,73.0,237.0,17.0,0.0,6.0
Los Angeles,2020-06-03,1488.0,502.0,1990.0,23607.0,435.0,78.0,1239.0
Merced,2020-06-03,3.0,1.0,4.0,242.0,3.0,0.0,2.0
San Bernardino,2020-06-03,157.0,75.0,232.0,4821.0,67.0,18.0,178.0
San Francisco,2020-06-03,37.0,34.0,71.0,2647.0,17.0,4.0,80.0
Solano,2020-06-03,10.0,13.0,23.0,707.0,4.0,1.0,48.0
Lake,2020-06-03,1.0,0.0,1.0,110.0,0.0,0.0,2.0
Mono,2020-06-03,0.0,0.0,0.0,40.0,0.0,0.0,1.0
Plumas,2020-06-03,0.0,0.0,0.0,45.0,0.0,0.0,
Trinity,2020-06-03,0.0,2.0,2.0,54.0,0.0,0.0,
Sacramento,2020-06-03,19.0,33.0,52.0,2418.0,12.0,6.0,94.0
Riverside,2020-06-03,221.0,101.0,322.0,4001.0,71.0,14.0,137.0
Tuolumne,2020-06-03,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Calaveras,2020-06-03,1.0,0.0,1.0,50.0,1.0,0.0,8.0
Monterey,2020-06-03,12.0,0.0,12.0,811.0,4.0,0.0,96.0
Santa Cruz,2020-06-03,2.0,1.0,3.0,397.0,1.0,0.0,12.0
Lassen,2020-06-03,0.0,1.0,1.0,25.0,0.0,0.0,
